VoteKit RankProfile
Candidates
(D6:D6),(R3:R3),(R2:R2),(R1:R1),(D1:D1),(D3:D3),(D5:D5),(D7:D7),(D2:D2),(D4:D4)
Max Ranking Length
10
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,Ranking_6,Ranking_7,Ranking_8,Ranking_9,Ranking_10,&,Weight,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D3'},{'D1'},{'R3'},{'R1'},{'R2'},&,7.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D3'},{'D1'},{'R2'},{'R3'},{'R1'},&,49.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D3'},{'D1'},{'R1'},{'R3'},{'R2'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D3'},{'R3'},{'D1'},{'R2'},{'R1'},&,36.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D3'},{'R3'},{'D1'},{'R1'},{'R2'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D3'},{'R3'},{'R2'},{'R1'},{'D1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D3'},{'R3'},{'R2'},{'D1'},{'R1'},&,6.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D3'},{'R3'},{'R1'},{'D1'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D3'},{'R2'},{'R3'},{'R1'},{'D1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D3'},{'R2'},{'R3'},{'D1'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D3'},{'R2'},{'D1'},{'R3'},{'R1'},&,14.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'R3'},{'D3'},{'R2'},{'R1'},&,93.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'R3'},{'D3'},{'R1'},{'R2'},&,5.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'R3'},{'R2'},{'D3'},{'R1'},&,20.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'R3'},{'R2'},{'R1'},{'D3'},&,6.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'D3'},{'R3'},{'R2'},{'R1'},&,359.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'D3'},{'R3'},{'R1'},{'R2'},&,14.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'D3'},{'R2'},{'R3'},{'R1'},&,154.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'D3'},{'R2'},{'R1'},{'R3'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'D3'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'D3'},{'R1'},{'R3'},{'R2'},&,6.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'R2'},{'D3'},{'R3'},{'R1'},&,33.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'R2'},{'D3'},{'R1'},{'R3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'R2'},{'R3'},{'D3'},{'R1'},&,20.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'R2'},{'R3'},{'R1'},{'D3'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'R1'},{'D3'},{'R3'},{'R2'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'D1'},{'R1'},{'R3'},{'D3'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'R2'},{'D1'},{'D3'},{'R3'},{'R1'},&,8.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'R2'},{'D1'},{'R3'},{'D3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'R2'},{'D3'},{'R3'},{'D1'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'R2'},{'D3'},{'D1'},{'R3'},{'R1'},&,5.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'R1'},{'D1'},{'D3'},{'R2'},{'R3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D7'},{'R1'},{'D1'},{'R3'},{'D3'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'R3'},{'D7'},{'D3'},{'R2'},{'R1'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'R3'},{'D7'},{'D3'},{'R1'},{'R2'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'R3'},{'D7'},{'R2'},{'D3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'R3'},{'R2'},{'D7'},{'D3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D3'},{'R3'},{'D7'},{'R2'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D3'},{'D7'},{'R3'},{'R2'},{'R1'},&,9.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D3'},{'D7'},{'R2'},{'R3'},{'R1'},&,8.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D3'},{'R1'},{'D7'},{'R3'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'R3'},{'D3'},{'R2'},{'R1'},&,27.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'R3'},{'D3'},{'R1'},{'R2'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'R3'},{'R2'},{'D3'},{'R1'},&,10.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'R3'},{'R2'},{'R1'},{'D3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'D3'},{'R3'},{'R2'},{'R1'},&,111.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'D3'},{'R3'},{'R1'},{'R2'},&,6.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'D3'},{'R2'},{'R3'},{'R1'},&,39.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'D3'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'D3'},{'R1'},{'R3'},{'R2'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'R2'},{'D3'},{'R3'},{'R1'},&,16.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'R2'},{'R3'},{'D3'},{'R1'},&,5.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'D7'},{'R2'},{'R3'},{'R1'},{'D3'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'R2'},{'D3'},{'R3'},{'R1'},{'D7'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'R2'},{'D7'},{'D3'},{'R3'},{'R1'},&,6.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D1'},{'R2'},{'D7'},{'R3'},{'R1'},{'D3'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'R3'},{'D1'},{'R2'},{'D7'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'R3'},{'D7'},{'D1'},{'R2'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'R3'},{'D7'},{'R2'},{'D1'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D1'},{'R3'},{'R2'},{'D7'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D1'},{'R3'},{'D7'},{'R2'},{'R1'},&,5.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D1'},{'D7'},{'R3'},{'R2'},{'R1'},&,5.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D1'},{'D7'},{'R2'},{'R3'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D1'},{'R2'},{'R3'},{'D7'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D1'},{'R2'},{'D7'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D7'},{'D1'},{'R3'},{'R2'},{'R1'},&,34.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D7'},{'D1'},{'R3'},{'R1'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D7'},{'D1'},{'R2'},{'R3'},{'R1'},&,16.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D7'},{'D1'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D7'},{'R3'},{'D1'},{'R2'},{'R1'},&,13.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D7'},{'R3'},{'D1'},{'R1'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D7'},{'R3'},{'R2'},{'R1'},{'D1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D7'},{'R3'},{'R2'},{'D1'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D7'},{'R2'},{'R3'},{'D1'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'D7'},{'R2'},{'D1'},{'R3'},{'R1'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'R2'},{'R3'},{'D7'},{'D1'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'D3'},{'R2'},{'D7'},{'R3'},{'D1'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'R3'},{'D1'},{'D7'},{'D3'},{'R2'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'R3'},{'D7'},{'D1'},{'D3'},{'R2'},{'R1'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'R3'},{'D7'},{'D1'},{'R2'},{'D3'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'R3'},{'D7'},{'R2'},{'D3'},{'D1'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'R3'},{'D7'},{'R2'},{'D1'},{'D3'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'R3'},{'D7'},{'R1'},{'D1'},{'D3'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D2'},{'R2'},{'D7'},{'D1'},{'D3'},{'R3'},{'R1'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D1'},{'R3'},{'D2'},{'D3'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'R3'},{'D3'},{'R2'},{'R1'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'R3'},{'R2'},{'R1'},{'D3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'D3'},{'R3'},{'R2'},{'R1'},&,16.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'D3'},{'R3'},{'R1'},{'R2'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'D3'},{'R2'},{'R3'},{'R1'},&,6.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'R2'},{'D3'},{'R3'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'R2'},{'R3'},{'D3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'R3'},{'D1'},{'D3'},{'R2'},{'R1'},&,5.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'R3'},{'D1'},{'R2'},{'D3'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'R3'},{'D3'},{'D1'},{'R2'},{'R1'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'R3'},{'D3'},{'R2'},{'D1'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D3'},{'D1'},{'R3'},{'R2'},{'R1'},&,65.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D3'},{'D1'},{'R3'},{'R1'},{'R2'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D3'},{'D1'},{'R2'},{'R3'},{'R1'},&,17.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D3'},{'D1'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D3'},{'R3'},{'D1'},{'R2'},{'R1'},&,14.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D3'},{'R3'},{'R2'},{'R1'},{'D1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D3'},{'R3'},{'R2'},{'D1'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D3'},{'R2'},{'R3'},{'D1'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D3'},{'R2'},{'D1'},{'R3'},{'R1'},&,6.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D3'},{'R1'},{'D1'},{'R3'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'R3'},{'D3'},{'R2'},{'R1'},&,28.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'R3'},{'D3'},{'R1'},{'R2'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'R3'},{'R2'},{'D3'},{'R1'},&,7.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'R3'},{'R2'},{'R1'},{'D3'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'D3'},{'R3'},{'R2'},{'R1'},&,148.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'D3'},{'R3'},{'R1'},{'R2'},&,9.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'D3'},{'R2'},{'R3'},{'R1'},&,53.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'D3'},{'R2'},{'R1'},{'R3'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'D3'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'R2'},{'D3'},{'R3'},{'R1'},&,16.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'R2'},{'R3'},{'D3'},{'R1'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'R2'},{'R3'},{'R1'},{'D3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'R1'},{'D3'},{'R2'},{'R3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'R2'},{'D1'},{'D3'},{'R3'},{'R1'},&,5.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D2'},{'R2'},{'D1'},{'R3'},{'D3'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D3'},{'D2'},{'D1'},{'R3'},{'R2'},{'R1'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D3'},{'D2'},{'D1'},{'R2'},{'R3'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D3'},{'D2'},{'R3'},{'D1'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D3'},{'D2'},{'R3'},{'R2'},{'R1'},{'D1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D3'},{'D2'},{'R3'},{'R2'},{'D1'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'D3'},{'D2'},{'R2'},{'D1'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'R3'},{'D2'},{'D1'},{'D3'},{'R2'},{'R1'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'R3'},{'D2'},{'D3'},{'D1'},{'R2'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'R3'},{'D2'},{'R1'},{'D3'},{'D1'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'R2'},{'D2'},{'D1'},{'D3'},{'R3'},{'R1'},&,4.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'R2'},{'D2'},{'D1'},{'R3'},{'D3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D7'},{'R1'},{'D2'},{'D1'},{'D3'},{'R2'},{'R3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D7'},{'R3'},{'D2'},{'D1'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D7'},{'D1'},{'R3'},{'R2'},{'D2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D7'},{'D1'},{'D2'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D7'},{'D2'},{'D1'},{'R3'},{'R2'},{'R1'},&,5.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D7'},{'D2'},{'D1'},{'R2'},{'R3'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D7'},{'D2'},{'R3'},{'D1'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D7'},{'R2'},{'D2'},{'D1'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D1'},{'D7'},{'R2'},{'R3'},{'D2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D1'},{'D2'},{'D7'},{'R3'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D2'},{'R3'},{'D7'},{'D1'},{'R2'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D2'},{'D1'},{'R3'},{'D7'},{'R2'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D2'},{'D1'},{'D7'},{'R3'},{'R2'},{'R1'},&,6.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D2'},{'D1'},{'D7'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D2'},{'D7'},{'D1'},{'R3'},{'R2'},{'R1'},&,6.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D2'},{'D7'},{'D1'},{'R2'},{'R3'},{'R1'},&,6.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D2'},{'D7'},{'R3'},{'D1'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'D2'},{'R2'},{'D7'},{'D1'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D3'},{'R3'},{'D7'},{'D2'},{'R2'},{'D1'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D7'},{'R3'},{'D2'},{'D3'},{'R1'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D2'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'R3'},{'D3'},{'R2'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'R3'},{'R2'},{'D3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'D3'},{'R3'},{'R2'},{'R1'},&,7.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'D3'},{'R2'},{'R3'},{'R1'},&,5.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'R2'},{'D3'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'R2'},{'R3'},{'D3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'R3'},{'D7'},{'D3'},{'R2'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'R3'},{'D7'},{'R2'},{'D3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'D3'},{'D7'},{'R3'},{'R1'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'D3'},{'D7'},{'R2'},{'R3'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'D3'},{'R2'},{'D7'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'R3'},{'D3'},{'R2'},{'R1'},&,11.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'R3'},{'R2'},{'D3'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'R3'},{'R2'},{'R1'},{'D3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'D3'},{'R3'},{'R2'},{'R1'},&,35.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'D3'},{'R2'},{'R3'},{'R1'},&,20.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'D3'},{'R2'},{'R1'},{'R3'},&,2.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'R2'},{'D3'},{'R3'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'D7'},{'R2'},{'R3'},{'D3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D2'},{'R2'},{'D7'},{'D3'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'D3'},{'D2'},{'R3'},{'D7'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'R3'},{'D2'},{'D7'},{'D3'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'D1'},{'R2'},{'D7'},{'D2'},{'D3'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'R3'},{'D7'},{'D2'},{'D3'},{'R1'},{'D1'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'R3'},{'D7'},{'D2'},{'R1'},{'D1'},{'R2'},{'D3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'R3'},{'D1'},{'D2'},{'D3'},{'R1'},{'D7'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'R3'},{'D2'},{'D3'},{'R2'},{'D7'},{'R1'},{'D1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'R3'},{'D2'},{'D1'},{'D7'},{'D3'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'R3'},{'D2'},{'D7'},{'D1'},{'D3'},{'R2'},{'R1'},&,3.0,&
{'D5'},{'D4'},{'D6'},{'R2'},{'D7'},{'D2'},{'D1'},{'R3'},{'D3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'R2'},{'D2'},{'D7'},{'D1'},{'R3'},{'D3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'R2'},{'D2'},{'D7'},{'D1'},{'R3'},{'R1'},{'D3'},&,1.0,&
{'D5'},{'D4'},{'D6'},{'R2'},{'D2'},{'D7'},{'D3'},{'D1'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D7'},{'D1'},{'D2'},{'R3'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D7'},{'D2'},{'D1'},{'R3'},{'R2'},{'R1'},&,5.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D7'},{'D2'},{'D1'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D7'},{'D2'},{'R3'},{'D1'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D1'},{'D2'},{'D7'},{'R3'},{'R2'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D1'},{'D2'},{'R2'},{'R3'},{'D7'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D2'},{'R3'},{'D7'},{'R2'},{'R1'},{'D1'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D2'},{'D1'},{'R3'},{'D7'},{'R2'},{'R1'},&,2.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D2'},{'D1'},{'D7'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D2'},{'D7'},{'D1'},{'R3'},{'R2'},{'R1'},&,6.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D2'},{'D7'},{'D1'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D2'},{'D7'},{'R3'},{'D1'},{'R2'},{'R1'},&,6.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D2'},{'D7'},{'R3'},{'R2'},{'D1'},{'R1'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D2'},{'D7'},{'R3'},{'R1'},{'D1'},{'R2'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D2'},{'D7'},{'R2'},{'R3'},{'R1'},{'D1'},&,1.0,&
{'D5'},{'D4'},{'D3'},{'D6'},{'D2'},{'D7'},{'R2'},{'D1'},{'R3'},{'R1'},&,1.0,&
